date,location,news,killed,arrested,Injured,type,year,date2
May-17,Karachi,"A Shia man, identified as Mohsin Agha (50), was shot dead by unidentified armed assailants near Dakkhana bus stop in Liaquatabad Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2013,5_1_2013
May-17,Karachi,"Doctor Manzoor Memon (45), the medico-legal officer (MLO) at the Jinnah Postgraduate Medical Center (JPMC), and his driver, Ashiq (40), were shot dead in Delhi Colony area of Orangi Town in provincial capital Karachi.",1,0,0,Doctors,2014,5_1_2014
May-17,Karachi,"Unidentified assailants opened fire at Shia Police officer, DSP Syed Zulfiqar Abbas, and his friend, identified as Shahzad, killing them on spot in a targeted sectarian attack at a restaurant near Eidgah Ground in Shah Faisal area of Shah Faisal Town in Karachi of Sindh.",2,0,0,secretarian shia attack,2015,5_1_2015
July-17,Karachi,"A shopkeeper, identified as Asif Ali (40), was shot dead in a suspected sectarian attack in the Empress Market area of Saddar Town in Karachi.",1,0,0,secretarian shia attack,2013,7_1_2013
September-17,Karachi,"A person, identified as Syed Mohsin Raza (50), a member of the Shia community, was killed by unidentified assailants in Federal B Area in Gulberg Town of Karachi.",1,0,0,secretarian shia attack,2013,9_1_2013
January-17,Karachi,"A doctor, identified as Dr Farooq Ahmed Shaikh (55), was shot dead in a targeted attack in Federal B area of Gulberg Town.",1,0,0,Doctors,2015,1_1_2015
October-17,Karachi,"A nine-month-old girl died and eight people suffered injuries in an explosion caused by a hand grenade hurled outside an Imambargah in the Federal B area of Karachi (Karachi District), the provincial capital of Sindh.",1,0,8,Mosque,2014,10_1_2014
October-17,Karachi,"A nine-month-old girl died and eight people suffered injuries in an explosion caused by a hand grenade hurled outside an Imambargah in the Federal B area of Karachi, in the night. The blast occurred when a Muharram congregation of women was underway at around 9pm. Unidentified militants come from the Karimabad side who hurled an explosive device from a newly built flyover.",1,0,8,secretarian shia attack,2013,10_1_2013
April-17,Karachi,Three seminary students were killed and nine others were injured in a hand grenade attack that occurred inside the Jamia Masjid-wa-Madrassa Islamia Tahiria seminary located in Frontier Colony of Orangi Town in Karachi of Sindh.,4,0,8,secretarian shia attack,2013,4_1_2013
April-17,Karachi,"The Deputy Director of KMC, identified as Ashraf Abbas (50) alias Ashu, was shot dead and his daughter who was accompanying him in his car was injured in a targeted sectarian attack in Azizabad area of Gulberg Town in Karachi of Sindh. Ashraf was a Shia and was the trustee of Azizabad Imambargah Sakina.",1,0,1,secretarian shia attack,2015,4_1_2015
April-17,Karachi,"A Shia doctor, identified as Haider Raza, was shot dead while another man accompanying him was injured when unidentified militants opened fire at his car in front of Darul Sehat Hospital in Gulistan-e-Jauhar area of Gulshan-e-Iqbal Town in Karachi.",1,0,1,Doctors,2014,4_1_2014
April-17,Karachi,"A Shia doctor, identified as Haider Raza, was shot dead while another man accompanying him was injured when unidentified militants opened fire at his car in front of Darul Sehat Hospital in Gulistan-e-Jauhar area of Gulshan-e-Iqbal Town in Karachi.",1,0,1,secretarian shia attack,2013,4_1_2013
April-17,Karachi,Unidentified militants killed three unidentified students of an Islamic seminary near Continental Bakery in Gulistan-e-Jauhar area of Gulshan-e-Iqbal Town in Karachi of Sindh.,3,0,0,secretarian shia attack,2013,4_1_2013
April-17,Karachi,"A seminary student, identified as Muhammad Ahsan (25), was shot dead and another student, identified as Saad (24), was injured when two unidentified armed assailants wearing surgical masks opened fire on them in Gulshan-e-Iqbal area of Gulshan-e-Iqbal Town in Karachi.",1,0,1,secretarian shia attack,2013,4_1_2013
February-17,Karachi,"A leader of ASWJ and a Peshimam (prayer leader) of a mosque, identified as Yaseen, was killed in a sectarian attack at Safoora Chowk next to Johar Complex in Gulshan-e-Iqbal Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2015,2_1_2015
October-17,Karachi,"Three Ahmadis, identified as Saleem Rafaqat (55), and his nephews, Shahmir Ahmad (17), and Moaaz Ahmad (20), were shot at and injured in a targeted gun attack while they were returning home in their car in Gulshan-e-Iqbal Town of Karachi in Sindh.",0,0,3,secretarian shia attack,2015,10_1_2015
May-17,Karachi,"Two persons, identified as Mohammad Ali (35), and Aleemuddin (38), were shot dead in a sectarian attack in Hasan Noman Colony of Sohrab Goth area in Gadap Town of Karachi.",2,0,0,secretarian shia attack,2013,5_1_2013
August-17,Karachi,"A Shia advocate of Sindh High Court (SHC), identified as Syed Ameer Hyder Shah, was shot dead by unidentified militants while he was travelling in his car near Hassan Square in Gulshan-e-Iqbal Town.",1,0,0,Lawyers,2015,8_1_2015
August-17,Karachi,"A Shia advocate of Sindh High Court (SHC), identified as Syed Ameer Hyder Shah, was shot dead by unidentified militants while he was travelling in his car near Hassan Square in Gulshan-e-Iqbal Town.",1,0,0,secretarian shia attack,2015,8_1_2015
September-17,Karachi,"A shopkeeper, identified as Imran Iqbal (30), and his employee Waqas (27), were shot dead in a sectarian attack at their Al-Madina Bakers in Sector-5-B-1 of North Karachi Town in Karachi.",1,0,1,secretarian shia attack,2015,9_1_2015
December-17,Karachi,"A tortured dead body of a Shia man, identified as Sikandar Rizvi (40) was found from Hub River Road in Mawach Goth area of Baldia Town in Karachi of Sindh.",1,0,0,secretarian shia attack,2013,12_1_2013
October-17,Karachi,"An activist of the ASWJ, identified as Maulana Masood, was killed by unidentified assailants in Hyderi area of North Nazimabad in Karachi.",1,0,0,secretarian shia attack,2013,10_1_2013
May-17,Karachi,"Two Shias, identified as Malik Asim and Ameer Haider, were killed and another, identified as Hasan, sustained injured when unidentified armed assailants opened fire at them in Jaffar Tayyar Society of Malir Town in Karachi, the provincial capital of Sindh.",2,0,1,secretarian shia attack,2016,5_1_2016
August-17,Karachi,"A cadre of ASWJ, identified as Farazuddin, was shot dead in a targeted attack near Jhanda Chowk in Liaquatabad within the limits of the Super Market Police Station in Liaquatabad Town in Karachi.",1,0,0,secretarian shia attack,2013,8_1_2013
May-17,Karachi,"Unidentified militants killed two people, including Shia religious scholar and rights activist Syed Khurram Zaki and his journalist friend Rao Khalid, in a sectarian attack in North Karachi Town of Karachi. Both the victims belonged to the Shia community.",2,0,1,secretarian shia attack,2016,5_1_2016
May-17,Karachi,Four members of the Tablighi Jama'at (TJ) were shot at and wounded in a sectarian attack while they were preaching in Block-17 of F. B Area in Gulberg Town of Karachi,0,0,4,secretarian shia attack,2016,5_1_2016
May-17,Karachi,"Three persons, including a local leader of the ASWJ, identified as Syed Abdul Wahab (65), and his two sons, were shot dead by unidentified armed assailants at Khyber Hotel in Bagh-e-Malir near Malir City in Malir Town. A 'spokesman' for ASWJ Umer Muavia termed it an act of sectarian violence.",3,0,0,secretarian shia attack,2015,5_1_2015
May-17,Karachi,An unidentified man was shot dead near Bab-e-Fatima Imambargah at Liaquatabad furniture market in Liaquatabad Town.,1,0,0,secretarian shia attack,2015,5_1_2015
January-17,Karachi,"Three people, including prayer leader Maulana Iqrar and two students of the seminary, identified as Salahuddin (16), and Naseer (17), were injured in a bomb blast at the rooftop of Jannat Masjid in Gulshan-e-Ghazi area of Al-Falah Society in Malir Town.",0,0,3,Mosque,2014,1_1_2014
January-17,Karachi,At least three Shia men were killed and four others were injured in an incident of firing by armed assailants Maskan Chowrangi in Gulshan-e-Iqbal area of Karachi.,3,0,4,secretarian shia attack,2013,1_1_2013
January-17,Karachi,"Two seminary students, identified as Abid Mavia (25) and Sajid Mavia (28), were shot dead by unidentified assailants on Rashid Minhas Road within the jurisdiction of Jauharabad Police Station.",2,0,0,secretarian shia attack,2013,1_1_2013
January-17,Karachi,A prayer leader of Masjid-e-Khizrul Islam was shot dead by unidentified assailants in Baldia Town.,1,0,0,secretarian shia attack,2013,1_1_2013
January-17,Karachi,At least six dead bodies were found near the Sufi shrine of shrine of Ayub Shah Bukhari in Gulshan-e-Maymar area of Gadap Town.,6,0,0,secretarian shia attack,2013,1_1_2013
January-17,Karachi,"Three people, including prayer leader Maulana Iqrar and two students of the seminary, identified as Salahuddin (16), and Naseer (17), were injured in a bomb blast at the rooftop of Jannat Masjid in Gulshan-e-Ghazi area of Al-Falah Society in Malir Town.",0,0,3,secretarian shia attack,2013,1_1_2013
January-17,Karachi,"Unidentified attackers attacked three trucks carrying NATO supplies to Kandahar, injuring three people on the Hub River Road, in Karachi in Sindh.",0,0,0,Nato Attack,2010,1_1_2010
May-17,Karachi,"A Shia Pakistan Navy officer, identified as Ghulam Akbar, was shot dead near Karasaz Market in Shara-e-Faisal area of Shah Faisal Town in Karachi of Sindh.",1,0,0,secretarian shia attack,2013,5_1_2013
March-17,Karachi,"A Shia Special Security Unit (SSU) commando, identified as Zahid Jaffri (31), who had been doing security duty, at the State Guest House was shot dead in the Kareemabad area of Gulberg Town in Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2016,3_1_2016
January-17,Karachi,"A homoeopath Doctor, Yawar Hussain, was shot dead by unidentified assailants when he was pulling down the shutter of his clinic near Khilafat Chowk in Nazimabad town of Karachi in Sindh.",1,0,0,Doctors,2015,1_1_2015
August-17,Karachi,"A Shia man, identified as Syed Kazim Shah (60), and his daughter, identified as Aroosa, was killed, while his wife and another daughter sustained injuries in a sectarian attack outside his home in Khuda Ki Basti area of Surjani Town in Gadap Town of Karachi.",1,0,2,secretarian shia attack,2013,8_1_2013
February-17,Karachi,"The District President of ASWJ Molana Sahbir Ahmed Haidri was shot dead in Korangi Town of Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2015,2_1_2015
March-17,Karachi,"A senior Shia lawyer, who was also a counsel for several activists of the MQM, identified as Advocate Ali Hasnain Bukhari, was shot dead by two unidentified militants in Korangi Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2015,3_1_2015
August-17,Karachi,"A Shia doctor, identified as Dr. Naseem Hussain Jaffri (50), was shot dead by unidentified militants in Korangi Town of Karachi in Sindh.",1,0,0,Doctors,2014,8_1_2014
November-17,Karachi,"Unidentified armed assailants shot dead a Shia doctor, identified as identified as Shamim Raza, in his private clinic located in Korangi Town of Karachi.",1,0,0,Doctors,2014,11_1_2014
May-17,Karachi,"A Shia man, identified as Syed Hassan Zaidi, was shot dead when unidentified militants opened fire at his car in Korangi Town.",1,0,0,secretarian shia attack,2013,5_1_2013
August-17,Karachi,"A Shia doctor, identified as Dr. Naseem Hussain Jaffri (50), was shot dead by unidentified militants in Korangi Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2013,8_1_2013
November-17,Karachi,"Unidentified armed assailants shot dead a Shia doctor, identified as identified as Shamim Raza, in his private clinic located in Korangi Town of Karachi.",1,0,0,secretarian shia attack,2013,11_1_2013
August-17,Karachi,"One doctor, identified as Amir Mehdi (56) was shot dead in a sectarian attack in Landhi area of Karachi in the evening. Amir Mehdi was sitting at his 'Rifah-i-Aam Clinic' in Landhi-2 when two assailants riding on a motorcycle emerged there, fired shots and rode away. The doctor and his compounder brother, Nihal Ali, suffered bullet wounds. Amir Mehdi later succumbed to his injuries.",1,0,1,Doctors,2014,8_1_2014
August-17,Karachi,"One doctor, identified as Amir Mehdi (56) was shot dead in a sectarian attack in Landhi area of Karachi in the evening. Amir Mehdi was sitting at his 'Rifah-i-Aam Clinic' in Landhi-2 when two assailants riding on a motorcycle emerged there, fired shots and rode away. The doctor and his compounder brother, Nihal Ali, suffered bullet wounds. Amir Mehdi later succumbed to his injuries.",1,0,1,secretarian shia attack,2013,8_1_2013
February-17,Karachi,ASWJ President of District Malir Mohyuddin Shah was injured in a firing incident in the Landhi area of Landhi Town in Karachi.,0,0,1,secretarian shia attack,2013,2_1_2013
September-17,Karachi,"One Shia Doctor Dr Abdul Aziz was gunned down by unidentified assailants at his clinic near Madni Mosque in Korangi Town of Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2013,9_1_2013
September-17,Karachi,"One Shia Doctor Dr Abdul Aziz was gunned down by unidentified assailants at his clinic near Madni Mosque in Korangi Town of Karachi, the provincial capital of Sindh.",1,0,0,Doctors,2014,9_1_2014
February-17,Karachi,"Two carders of the ASWJ, identified as Naseem Khan (28) and Mohammed Asif (24), were killed in a sectarian attack on the main National Highway near Malir Halt in Malir Town.",2,0,0,secretarian shia attack,2015,2_1_2015
July-17,Karachi,"A person, identified as Habib Ullah (24), was killed by unidentified assailants in Malir area of Karachi in Sindh. The spokesman of ASWJ said that deceased was the member of their organisation and resident of Daud Goth Malir.",1,0,0,secretarian shia attack,2013,7_1_2013
April-17,Karachi,"A Shia lawyer, identified as Advocate Syed Ghulam Haider (52), was shot dead in Martin Quarters on Martin Road in Jamshed Town of Karachi.",1,0,0,Lawyers,2014,4_1_2014
April-17,Karachi,"A Shia lawyer, identified as Advocate Syed Ghulam Haider (52), was shot dead in Martin Quarters on Martin Road in Jamshed Town of Karachi.",1,0,0,secretarian shia attack,2013,4_1_2013
July-17,Karachi,"An Imambargah trustee, identified as Syed Rais Jafferi (57), was shot dead while he was on his way to Central Prison to attend a court hearing near Marton Quarters in PIB Colony of Gulshan-e-Iqbal Town in Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2015,7_1_2015
August-17,Karachi,"Two cadres of ASWJ, identified as Mufti Kamran (46), and Mufti Ghulam Akbar (50), were killed when unidentified militants opened fire at them inside the Medina Masjid in Gulshan-e-Iqbal Town of Karachi.",2,0,0,secretarian shia attack,2016,8_1_2016
May-17,Karachi,"A member of the Jama'at Ahmadiyya, identified as Dawood Ahmad (55), was shot dead in a targeted attack while he was sitting outside his home in Metroville-Block II area of Gulshan-e-Iqbal Town in Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2016,5_1_2016
May-17,Karachi,"Two Shia men, identified as Shaukat Sherazi (45) and Qaiser Hussain (50) were killed when unknown armed assailants opened fire on them at Mithadar near Sherazia Imambargah in Saddar Town of Karachi in Sindh.",2,0,0,secretarian shia attack,2013,5_1_2013
February-17,Karachi,"Unidentified militants opened indiscriminate fire on the car of Israr, a doctor, killing him and four others in the car on the spot in MPR Colony of Orangi Town in Karachi, the provincial capital of Sindh.",1,0,0,Doctors,2014,2_1_2014
April-17,Karachi,"Three Shias were shot dead in a sectarian attack at the Najaf Imambargah in North Karachi Town of Karachi, the provincial capital of Sindh.",3,0,0,secretarian shia attack,2016,4_1_2016
April-17,Karachi,"Three Shias were shot dead in a sectarian attack at the Najaf Imambargah in North Karachi Town of Karachi, the provincial capital of Sindh.",3,0,0,secretarian shia attack,2016,4_1_2016
June-17,Karachi,"Two brothers from Shia community, identified as Nazeer Ali and Basheer Ali, were killed by unidentified assailants in Nazimabad area of Karachi.",2,0,0,secretarian shia attack,2013,6_1_2013
September-17,Karachi,"Syed Kashif Hussain (35), a member of the Shia community, was shot dead at his electronics shop in Nazimabad No-1 of Rizvia area in Karachi.",1,0,0,secretarian shia attack,2013,9_1_2013
May-17,Karachi,"Two Shia workers of the MQM, identified as Gauhar Ali Abidi and Syed Rizwan, were shot dead in North Karachi Town of Karachi in Sindh.",2,0,0,secretarian shia attack,2013,5_1_2013
January-17,Karachi,"Two Rangers and the security guard of a nearby telephone exchange were killed while two passersby were wounded when a suicide bomber blew himself up outside the main entrance of the Headquarters of Pakistan Rangers Sacchal Wing in the North Nazimabad Town of Karachi, the provincial capital of Sindh.",4,0,2,bomb attack,2014,1_1_2014
September-17,Karachi,"A trader, belonging to the Bohra community, identified as Hakim Feroz, was shot dead while another was injured when unidentified militants opened fire at them in a targeted sectarian attack in North Nazimabad Town of Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2016,9_1_2016
September-17,Karachi,"A Shia general store shopkeeper, identified as Syed Irfan Zaidi, was shot dead in a targeted sectarian attack in the North Nazimabad Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2015,9_1_2015
February-17,Karachi,"A Shia scholar, identified as Allama Taqi Hadi Naqvi, was shot dead in an incident of target killing near board office located in North Nazimabad Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2013,2_1_2013
April-17,Karachi,Four persons including a senior Policeman Inspector Shafiq Tanoli were killed in a suicide attack in Old Sabzi Mandi area of Karachi in Sindh.,5,0,0,bomb attack,2014,4_1_2014
July-17,Karachi,"Two ASWJ activists, identified as Qari Abdullah Raheem (30) and Nawaz Khan (35), were shot dead near Old Sabzi Mandi area of Karachi in Sindh.",2,0,0,secretarian shia attack,2013,7_1_2013
February-17,Karachi,"Two Shia men, identified as the employees of Qatar Hospital, Saleem Akbar and Ali Haider Rizvi, were shot dead at Ghausia Chowk in Orangi Town of Karachi in Sindh, while they were returning home from their duties.",2,0,0,secretarian shia attack,2015,2_1_2015
August-17,Karachi,"The Deputy Secretary of the ASWJ, Dilshad Moavia (40), was shot dead in a sectarian attack near Noorani restaurant in Orangi Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2015,8_1_2015
May-17,Karachi,"A lawyer, identified as Mohammad Idris and his driver Noman Shah were killed in Karachi's Orangi Town. Member of MQM's Rabita Committee Saif Yar Khan said that the driver was a MQM worker.",1,0,0,Lawyers,2014,5_1_2014
May-17,Karachi,"Two cadres of ST, identified as Amanul Haq and Aminul Haq, were shot dead on sectarian grounds in Orangi Town.",2,0,0,secretarian shia attack,2013,5_1_2013
January-17,Karachi,"Assailants also killed Maulana Akbar Hussain, a prayer leader, in the Manghopir area, and Ikram, a rickshaw driver, near in Orangi Town-12 of Karachi in Sindh.",2,0,0,secretarian shia attack,2013,1_1_2013
August-17,Karachi,"A 56-year old doctor belonging to the Hindu community, Dr Pireetam Das, was shot dead in the Pak Colony area of Karachi, the provincial capital of Sindh.",1,0,0,Doctors,2016,8_1_2016
February-17,Karachi,"A shopkeeper and a cadre of ASWJ, identified as Akhtar Hussain (55), was shot dead while his son, Athar Hussain (26), was injured when unidentified militants opened fire at them at Islam Chowk near the Farooq-i-Azam mosque in Pakistan Bazaar area of Orangi Town.",1,0,1,secretarian shia attack,2015,2_1_2015
January-17,Karachi,Dr Akbar Ali was shot dead when he was seeing patients in his Al-Syed Clinic of Paposh Nagar in Nazimabad town of Karachi in Sindh.,1,0,0,Doctors,2015,1_1_2015
May-17,Karachi,"A Shia homoeopathic doctor, Dr Anwar Ali Abidi, was shot dead while another person sustained injuries when unidentified militants opened fire at his clinic in Paposh Nagar area of North Nazimabad Town in Karachi of Sindh.",1,0,1,Doctors,2015,5_1_2015
May-17,Karachi,"A Shia homoeopathic doctor, Dr Anwar Ali Abidi, was shot dead while another person sustained injuries when unidentified militants opened fire at his clinic in Paposh Nagar area of North Nazimabad Town in Karachi of Sindh.",1,0,1,secretarian shia attack,2015,5_1_2015
March-17,Karachi,"Two persons, including the General Secretary of ASWJ, identified as Dr Muhammad Fayaz, and his driver, were killed when unidentified militants opened fire at his vehicle near Paracha Chowk in Sher Shah locality of Karachi.",2,0,0,secretarian shia attack,2015,3_1_2015
February-17,Karachi,"A man, identified as Ali Yar (50), was killed and two others, identified as Ishaq (8) and Muhammad Shahid (35), were injured in a firing incident at a mosque in Peerabad area of Orangi Town in Karachi of Sindh.",1,0,2,Mosque,2014,2_1_2014
May-17,Karachi,"A Shia SSP, Ejaz Haider, was killed in a sectarian targeted attack on May 15 when unidentified assailants opened fire his vehicle near Pehlwan Goth in Gulistan-e-Johar area of Karachi in Sindh.",1,0,3,secretarian shia attack,2015,5_1_2015
February-17,Karachi,"In a sectarian attack, a salesman, identified as Manzar Ahmed (55), working at a sanitary shop was killed while another salesman Imran was wounded within the limits of Rizvia Police Station in Petal Wali Gali in Liaquatabad Town of Karachi in Sindh.",1,0,1,secretarian shia attack,2013,2_1_2013
February-17,Karachi,"Four people were injured when a suicide bomber attacked the patrolling vehicle of Rangers' Sector Commander, Brigadier Basit, in Qayyumabad area of Korangi Town of Karachi.",1,0,4,bomb attack,2014,2_1_2014
February-17,Karachi,"A prayer leader, identified as Nadeem Qadri (38), was shot dead in a targeted attack while he was returning after evening prayer at a mosque in Raees Amrohi Colony in Orangi Town.",1,0,0,secretarian shia attack,2013,2_1_2013
February-17,Karachi,"At least 13 Policemen were killed and 58 others were injured in a suicide blast targeting a bus carrying 50 Police officers near the gate of Razzakabad Police Training Center in Shah Latif Town of Karachi. TTP 'spokesman' Shahidullah Shahid said, ""We carried out the attack against the Police because they are killing our people"".",14,0,58,bomb attack,2014,2_1_2014
November-17,Karachi,"Two Shia Policemen, identified as Police constables Ali Raza (50) and Ghulam Jaffer (46), guarding Ismaili community's residential complex were shot dead by four unidentified militants at a checkpoint outside Jeewani Heights in the Sachal area of Gulshan-e-Iqbal Town in Karachi, the provincial capital of Sindh.",2,0,0,secretarian shia attack,2015,11_1_2015
February-17,Karachi,"At least nine people, including an infant, were killed and 10 others were injured when unidentified militants opened fire on a shrine of Meharban Ali Shah alias Jalali Baba in Saeedabad area of Baldia Town in Karachi.",9,0,10,secretarian shia attack,2013,2_1_2013
May-17,Karachi,"At least 45 Ismaili Shias were killed and 24 others were injured when unidentified militants opened fire on their Bus in Safora Chowrangi area near Dow Medical College in Gulshan-e-Iqbal Town of Karachi, the provincial capital of Sindh.",45,0,24,secretarian shia attack,2015,5_1_2015
April-17,Karachi,At least three seminary students were shot dead at Sakhi Hasan Chowrangi in North Nazimabad Town of Karachi in Sindh.,3,0,0,secretarian shia attack,2013,4_1_2013
March-17,Karachi,Two Shia Bohras were killed and several others were injured in a sectarian attack when an IED fixed to a motorcycle exploded outside Shia-Bohra community's Saleh Mosque in Saddar Town of Karachi during the Friday prayer.,2,0,0,secretarian shia attack,2015,3_1_2015
September-17,Karachi,"A cadre belonging to the ST, identified as Mohammed Qasim (28), was shot dead in a sectarian attack in Shah Faisal Colony of Shah Faisal Town in Karachi.",1,0,0,secretarian shia attack,2015,9_1_2015
June-17,Karachi,A Shia DSP Majeed Abbasi was killed when militants belonging to Swat Chapter of TTP opened fire at his vehicle in Shah Latif Town of Karachi in Sindh.,1,0,0,secretarian shia attack,2015,6_1_2015
March-17,Karachi,"At least two Rangers personnel, identified as Yar Mohammad and Qasim, and passerby woman, identified as Saeeda, was killed and four others including two civilians were injured in a suicide blast targeted with VBIED near Shadman Town within the remits of the Sharae Noor Jehan Police Station in North Nazimabad Town of Karachi, the provincial capital of Sindh.",4,0,4,bomb attack,2016,3_1_2016
March-17,Karachi,"At least two Rangers personnel, identified as Yar Mohammad and Qasim, and passerby woman, identified as Saeeda, was killed and four others including two civilians were injured in a suicide blast targeted with VBIED near Shadman Town within the remits of the Sharae Noor Jehan Police Station in North Nazimabad Town of Karachi, the provincial capital of Sindh.",4,0,4,bomb attack,2015,3_1_2015
June-17,Karachi,"A Government employee from Shia community, identified as Syed Ahmed Ali Zaidi (35), was shot dead in an apparent sectarian attack on a newly-constructed bridge on Sharea Pakistan near Dak Khana in Liaquatabad area of Karachi.",1,0,0,secretarian shia attack,2013,6_1_2013
December-17,Karachi,"A Shia man, identified as Syed Jaffar Naqvi (40), was shot at and injured by unidentified armed assailants in Sohrab Goth area of Gadap Town of Karachi.",0,0,1,secretarian shia attack,2013,12_1_2013
August-17,Karachi,"A Shia, identified as identified as Qasim Abbas Raza (34), was shot dead in targeted killing incident near the Sughra Imambargah in Korangi Town of Karachi.",1,0,0,secretarian shia attack,2016,8_1_2016
November-17,Karachi,"Dr. Rubina Khalid (55), a senior professor of the Dow University of Health Sciences and a Sunni, was shot dead by unidentified assailants on University Road in Guslhan Town of Karachi.",1,0,0,Doctors,2014,11_1_2014
November-17,Karachi,"Dr. Rubina Khalid (55), a senior professor of the Dow University of Health Sciences and a Sunni, was shot dead by unidentified assailants on University Road in Guslhan Town of Karachi.",1,0,0,secretarian shia attack,2013,11_1_2013
January-17,Sindh,At least 61 Shias were killed and 50 others were injured in a bomb explosion at Karbala Maula Imambargah in Lakhi Dar area of Shikarpur District of Sindh.,61,0,50,secretarian shia attack,2015,1_1_2015
February-17,Balochistan,"Two people were killed, including a driver and a helper, when unidentified terrorists opened fire on an oil tanker, which was carrying oil for NATO forces stationed in Afghanistan, in Kari Dori area of Dasht tehsil in Kharan District in Balochistan.",2,0,0,Nato Attack,2011,2_1_2011
January-17,Khyber Agency,"Twelve persons, including a journalist, were killed while 39 others sustained injuries when a suicide bomber targeted the tribal Khassadar force in the Karkhano Market of Khyber Agency in FATA.",12,0,39,bomb attack,2016,1_1_2016
September-17,NWA,Six militants were killed and four others were injured in a US drone attack on a house in the Karwanda village near the Manzarkhel area of Dattakhel tehsil in the NWA of FATA.,6,0,4,Drone Attack,2015,9_1_2015
April-17,Khyber Agency,The unidentified militants fired on a NATO supply convoy at Kata Koshtra near Parang Sam checkpost in Jamrud tehsil of the Khyber Agency of FATA.,0,0,0,Nato Attack,2010,4_1_2010
January-17,FATA,Six pro-government tribal elders were injured in a roadside explosion in Katkot area of Loe Mamond tehsil in Bajaur Agency.,0,0,6,Tribal Area Attack,2011,1_11_2011
January-17, FATA,A noted tribal elder and agency councillor Abdul Qayyum Khan of Kausar village was on his way to Khar town from Sadiqabad in Bajaur Agency of FATA when unidentified armed men opened fire on him. He sustained multiple bullet injuries and died.,1,0,0,Tribal Area Attack,2010,1_1_2010
December-17,Balochistan,"The driver of a container carrying supplies for NATO forces, Mohammad Aslam, was shot dead at the Khadkocha area of Mastung.",1,0,0,Nato Attack,2010,12_1_2010
October-17,Khyber Agency,"Unidentified assailants attacked a convoy of NATO oil tankers on the GT Road near the Khairabad area of near Nowshera, setting 35 of the tankers ablaze.",0,0,0,Nato Attack,2010,10_1_2010
February-17,Punjab,Five officials were injured when a suicide bomber blew himself up during a search operation jointly launched by Police and Intelligence Agencies in Khanewal District.,1,0,5,bomb attack,2014,2_1_2014
January-17,Punjab,"Shia leader and a member of the Jamia Ali Akbar Trust, identified as Ghulam Mustafa, was shot dead by unidentified militants near his house in the Khanpur area of Rahim Yar Khan District.",1,0,0,secretarian shia attack,2013,1_1_2013
September-17,Sindh,"At least 13 persons, including five Policemen, were injured as Police foiled two separate suicide blasts during Eid prayers in Khanpur tehsil of Shikarpur District in Sindh.",1,0,13,bomb attack,2016,9_1_2016
September-17,Sindh,"At least 13 persons, including five Policemen, were injured as Police foiled two separate suicide blasts during Eid prayers in Khanpur tehsil of Shikarpur District in Sindh.",1,0,13,secretarian shia attack,2016,9_1_2016
April-17,Khyber Agency,"The guard of a pro-government Lashkar leader, Bilal Afridi, was killed when a suicide bomber attacked the hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency in FATA in the night.",2,0,0,bomb attack,2016,4_1_2016
August-17,FATA,A bomb blast at a meeting of tribal elders killed seven persons and injured another seven in Khumas village about 10 kilometres east of Parachinar of Kurram Agency in FATA.,7,0,7,Tribal Area Attack,2010,8_1_2010
January-17,Balochistan,At least 24 Shia pilgrims returning from Iran were killed and 40 others were injured in a bomb attack targeting their bus in the Khusak area of Kanak in Mastung District of Balochistan.,24,0,40,secretarian shia attack,2013,1_1_2013
December-17,Balochistan,Militants torched a tanker carrying fuel for US and NATO troops in Wadhtehsil of Khuzdar District in Balochistan. No outfit claimed responsibility for the attack.,0,0,0,Nato Attack,2013,12_1_2013
December-17,Balochistan,Militants torched a tanker carrying fuel for US and NATO troops in Wadhtehsil of Khuzdar District in Balochistan. No outfit claimed responsibility for the attack.,0,0,0,Nato Attack,2013,12_1_2013
January-17,Balochistan,A trailer carrying supplies for NATO forces in Kandahar was set ablaze near Khuzdar.,0,0,0,Nato Attack,2011,1_1_2011
January-17,Balochistan,The driver of a truck carrying goods for NATO forces in Afghanistan sustained serious injuries when a roadside bomb went off in Baghbana area near Khuzdar town.,0,0,1,Nato Attack,2010,1_1_2010
February-17,Balochistan,A remote-controlled bomb exploded near a NATO tanker in Baghbana area of Khuzdar District in Balochistan.,0,0,1,Nato Attack,2010,2_1_2010
September-17,Balochistan,"An oil tanker carrying fuel for NATO forces was set on fire in Khuzdar District, some 300-kilometer from Quetta.",0,0,0,Nato Attack,2010,9_1_2010
